id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
L08-1386,0.0,0.0,0.0,references,lrec,lrec,references
W04-3230,0.0,0.0,0.0,proc of coling,sigdat conference on empirical methods in natural language processing,sigdat conference on empirical methods in natural language processing,proc of coling
W07-0904,0.0,0.0,0.0,proceedings of the workshop on language technology for cultural heritage data,workshop on language technology for cultural heritage data (latech 2007),workshop on language technology for cultural heritage data (latech 2007),proceedings of the workshop on language technology for cultural heritage data
W06-1311,0.0,0.0,0.0,proceedings of the 7th sigdial workshop on discourse and dialogue,sigdial workshop on discourse and dialogue,sigdial workshop on discourse and dialogue,proceedings of the 7th sigdial workshop on discourse and dialogue
W99-0902,0.0,0.0,0.0,proceedings of the international conference on cognitive science,workshop on unsupervised learning in natural language processing,workshop on unsupervised learning in natural language processing,proceedings of the international conference on cognitive science
D12-1109,0.0,0.0,0.0,proceedings of the 2012 joint conference on empirical methods in natural language processing and computational natural language learning,emnlp,emnlp,proceedings of the 2012 joint conference on empirical methods in natural language processing and computational natural language learning
P12-1032,0.0,0.0,0.0,proceedings of the 50th annual meeting of the association for computational linguistics,acl,acl,proceedings of the 50th annual meeting of the association for computational linguistics
P10-2055,1.0,1.0,1.0,,,proceedings of the acl 2010 conference short papers,proceedings of the acl 2010 conference short papers
W09-1127,0.0,0.0,0.0,proceedings of the thirteenth conference on computational natural language learning (conll),conll,conll,proceedings of the thirteenth conference on computational natural language learning (conll)
W07-0711,0.0,0.0,0.0,proceedings of the second workshop on statistical machine translation,workshop on statistical machine translation,workshop on statistical machine translation,proceedings of the second workshop on statistical machine translation
P12-1072,0.0,0.0,0.0,proceedings of the 50th annual meeting of the association for computational linguistics,acl,acl,proceedings of the 50th annual meeting of the association for computational linguistics
P10-1142,0.0,0.0,0.0,proceedings of the 48th annual meeting of the association for computational linguistics,acl,acl,proceedings of the 48th annual meeting of the association for computational linguistics
W10-4312,0.0,0.0,0.0,proceedings of sigdial 2010: the 11th annual meeting of the special interest group on discourse and dialogue,proceedings of the sigdial 2010 conference,proceedings of the sigdial 2010 conference,proceedings of sigdial 2010: the 11th annual meeting of the special interest group on discourse and dialogue
W01-0813,0.0,0.0,0.0,american national standard for describ- ing books in advertisements, catalogs, promotional materials and book jackets,workshop on natural language generation ewnlg,workshop on natural language generation ewnlg,american national standard for describ- ing books in advertisements, catalogs, promotional materials and book jackets
P10-1013,0.0,0.0,0.0,proceedings of the 48th annual meeting of the association for computational linguistics,acl,acl,proceedings of the 48th annual meeting of the association for computational linguistics
W09-2902,0.0,0.0,0.0,proceedings of the 2009 workshop on multiword expressions,proceedings of the workshop on multiword expressions: identification, interpretation, disambiguation and applications (mwe 2009),proceedings of the workshop on multiword expressions: identification, interpretation, disambiguation and applications (mwe 2009),proceedings of the 2009 workshop on multiword expressions
P04-2001,0.0,0.0,0.0,the proceedings of acl caraballo, the pro- ceedings of the joint sigdat conference on empirical methods in natural language processing and very large corpora conexor,annual meeting of the association for computational linguistics - student research workshop,annual meeting of the association for computational linguistics - student research workshop,the proceedings of acl caraballo, the pro- ceedings of the joint sigdat conference on empirical methods in natural language processing and very large corpora conexor
W09-2110,0.0,0.0,0.0,proceedings of the naacl hlt workshop on innovative use of nlp for building educational applications,proceedings of the fourth workshop on innovative use of nlp for building educational applications,proceedings of the fourth workshop on innovative use of nlp for building educational applications,proceedings of the naacl hlt workshop on innovative use of nlp for building educational applications
W10-0733,0.0,0.0,0.0,proceedings of the naacl hlt,proceedings of the naacl hlt 2010 workshop on creating speech and language data with amazon’s mechanical turk,proceedings of the naacl hlt 2010 workshop on creating speech and language data with amazon’s mechanical turk,proceedings of the naacl hlt
P11-1017,0.0,0.0,0.0,proceedings of the 49th annual meeting of the association for computational linguistics,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics
W11-0133,0.0,0.0,0.0,the elementary school journal,proceedings of the ninth international conference on computational semantics (iwcs 2011),proceedings of the ninth international conference on computational semantics (iwcs 2011),the elementary school journal
H94-1032,0.0,0.0,0.0,proceedings, fourth message under- standing conference,human language technology conference,human language technology conference,proceedings, fourth message under- standing conference
W09-3520,0.0,0.0,0.0,acl and afnlp,proceedings of the 2009 named entities workshop: shared task on transliteration (news 2009),proceedings of the 2009 named entities workshop: shared task on transliteration (news 2009),acl and afnlp
W03-1204,0.0,0.0,0.0,proc. of coling-acl'98,workshop on multilingual summarization and question answering,workshop on multilingual summarization and question answering,proc. of coling-acl'98
P13-3024,0.0,0.0,0.0,proceedings of the acl student research workshop,acl,acl,proceedings of the acl student research workshop
W13-3520,0.0,0.0,0.0,proceedings of the seventeenth conference on computational natural language learning,conll,conll,proceedings of the seventeenth conference on computational natural language learning
P07-1080,0.0,0.0,0.0,proceedings of the 45th annual meeting of the association of computational linguistics,45th annual meeting of the association of computational linguistics,45th annual meeting of the association of computational linguistics,proceedings of the 45th annual meeting of the association of computational linguistics
D10-1124,0.0,0.0,0.0,proceedings of the 2010 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2010 conference on empirical methods in natural language processing
W93-0235,0.0,0.0,0.0,the trains project,workshop on intentionality and structure in discource relations,workshop on intentionality and structure in discource relations,the trains project
E99-1024,-1,0.0,-1,,conference of the european association for computational linguistics,conference of the european association for computational linguistics,
P09-2068,0.0,0.0,0.0,acl and afnlp,acl-ijcnlp: short papers,acl-ijcnlp: short papers,acl and afnlp
P92-1020,0.0,0.0,0.0,proceedings of the international conference on intelligent tutoring systems,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,proceedings of the international conference on intelligent tutoring systems
L08-1393,0.0,0.0,0.0,references,lrec,lrec,references
S13-2064,0.0,0.0,0.0,second joint conference on lexical and computational semantics (*sem),*sem,*sem,second joint conference on lexical and computational semantics (*sem)
H93-1053,-1,0.0,-1,,human language technology conference,human language technology conference,
D13-1073,0.0,0.0,0.0,proceedings of the 2013 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2013 conference on empirical methods in natural language processing
P03-2034,0.0,0.0,0.0,lect. notes in comp. sci,annual meeting of the association for computational linguistics - interactive posters and demonstrations,annual meeting of the association for computational linguistics - interactive posters and demonstrations,lect. notes in comp. sci
P98-1116,0.0,0.0,0.0,kpml development environ- ment --multilingual linguistic resource devel- opment and sentence generation,coling-acl,coling-acl,kpml development environ- ment --multilingual linguistic resource devel- opment and sentence generation
W09-2207,0.0,0.0,0.0,proceedings of the naacl hlt workshop on semi-supervised learning for natural language processing,proceedings of the naacl hlt 2009 workshop on semi-supervised learning for natural language processing,proceedings of the naacl hlt 2009 workshop on semi-supervised learning for natural language processing,proceedings of the naacl hlt workshop on semi-supervised learning for natural language processing
W01-1629,0.0,0.0,0.0,twlt13: formal seman- tics and pragmatics of dialogue,sigdial workshop on discourse and dialogue,sigdial workshop on discourse and dialogue,twlt13: formal seman- tics and pragmatics of dialogue
C04-1190,0.0,0.0,0.0,computers and the humanities,international conference on computational linguistics,international conference on computational linguistics,computers and the humanities
W09-3725,0.0,0.0,0.0,proceedings of the 8th international conference on computational semantics international conference on computational semantics,proceedings of the eight international conference on computational semantics,proceedings of the eight international conference on computational semantics,proceedings of the 8th international conference on computational semantics international conference on computational semantics
C00-1059,0.0,0.0,0.0,con> putational linguistics,international conference on computational linguistics,international conference on computational linguistics,con> putational linguistics
W13-1914,0.0,0.0,0.0,proceedings of the 2013 workshop on biomedical natural language processing,bionlp,bionlp,proceedings of the 2013 workshop on biomedical natural language processing
E12-3004,0.0,0.0,0.0,proceedings of the eacl 2012 student research workshop,eacl,eacl,proceedings of the eacl 2012 student research workshop
D11-1014,0.0,0.0,0.0,proceedings of the 2011 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2011 conference on empirical methods in natural language processing
W07-0734,0.0,0.0,0.0,proceedings of the second workshop on statistical machine translation,workshop on statistical machine translation,workshop on statistical machine translation,proceedings of the second workshop on statistical machine translation
P11-1028,0.0,0.0,0.0,proceedings of the 49th annual meeting of the association for computational linguistics,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics
W07-1712,0.0,0.0,0.0,balto-slavonic natural language processing,workshop on balto-slavonic natural language processing,workshop on balto-slavonic natural language processing,balto-slavonic natural language processing
P10-1011,0.0,0.0,0.0,proceedings of the 48th annual meeting of the association for computational linguistics,acl,acl,proceedings of the 48th annual meeting of the association for computational linguistics
N04-2010,0.0,0.0,0.0,natural statistical models for auto- matic speech recognition,human language technology conference and meeting of the north american association for computational linguistics - student research workshop,human language technology conference and meeting of the north american association for computational linguistics - student research workshop,natural statistical models for auto- matic speech recognition
P11-1113,0.0,0.0,0.0,proceedings of the 49th annual meeting of the association for computational linguistics,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics
N10-3001,1.0,1.0,1.0,,,proceedings of the naacl hlt 2010 student research workshop,proceedings of the naacl hlt 2010 student research workshop
H92-1061,0.0,0.0,0.0,pro- ceedings speech and natural language workshop,workshop on speech and natural language,workshop on speech and natural language,pro- ceedings speech and natural language workshop
W08-0306,1.0,1.0,1.0,,,proceedings of the third workshop on statistical machine translation,proceedings of the third workshop on statistical machine translation
W00-0404,0.0,0.0,0.0,tdt.study. carpus, v1.3.doc,workshop on automatic summarization,workshop on automatic summarization,tdt.study. carpus, v1.3.doc
W03-2004,0.0,0.0,0.0,information processing and management,workshop on patent corpus processing,workshop on patent corpus processing,information processing and management
P06-2037,0.0,0.0,0.0,proceedings of the coling/acl 2006 main conference poster sessions,international conference on computational linguistics and annual meeting of the association for computational linguistics - poster sessions,international conference on computational linguistics and annual meeting of the association for computational linguistics - poster sessions,proceedings of the coling/acl 2006 main conference poster sessions
W97-0317,0.0,0.0,0.0,structure,conference on empirical methods in natural language processing,conference on empirical methods in natural language processing,structure
W05-1525,0.0,0.0,0.0,proceedings of the ninth international workshop on parsing technologies (iwpt),international workshop on parsing technology,international workshop on parsing technology,proceedings of the ninth international workshop on parsing technologies (iwpt)
P12-2018,0.0,0.0,0.0,proceedings of the 50th annual meeting of the association for computational linguistics,acl,acl,proceedings of the 50th annual meeting of the association for computational linguistics
P96-1053,0.0,0.0,0.0,proceedings of 25th acl,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,proceedings of 25th acl
W07-1012,0.0,0.0,0.0,nature genetics,biological, translational, and clinical language processing,biological, translational, and clinical language processing,nature genetics
P13-1148,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
D07-1078,0.0,0.0,0.0,proceedings of the 2007 joint conference on empirical methods in natural language processing and computational natural language learning,2007 joint conference on empirical methods in natural language processing and computational natural language learning (emnlp-conll),2007 joint conference on empirical methods in natural language processing and computational natural language learning (emnlp-conll),proceedings of the 2007 joint conference on empirical methods in natural language processing and computational natural language learning
L08-1314,0.0,0.0,0.0,references,lrec,lrec,references
P05-1011,0.0,0.0,0.0,proceedings of the 43rd annual meeting of the acl,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,proceedings of the 43rd annual meeting of the acl
D13-1056,0.0,0.0,0.0,proceedings of the 2013 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2013 conference on empirical methods in natural language processing
W12-0414,0.0,0.0,0.0,proceedings of the eacl 2012 workshop on computational approaches to deception detection,proceedings of the workshop on computational approaches to deception detection,proceedings of the workshop on computational approaches to deception detection,proceedings of the eacl 2012 workshop on computational approaches to deception detection
E09-3002,0.0,0.0,0.0,proceedings of the eacl 2009 student research workshop,proceedings of the student research workshop at eacl 2009,proceedings of the student research workshop at eacl 2009,proceedings of the eacl 2009 student research workshop
C10-1049,0.0,0.0,0.0,proceedings of the 23rd international conference on computational linguistics,coling,coling,proceedings of the 23rd international conference on computational linguistics
L08-1049,0.0,0.0,0.0,references,lrec,lrec,references
W13-2506,0.0,0.0,0.0,proceedings of the 6th workshop on building and using comparable corpora,bucc,bucc,proceedings of the 6th workshop on building and using comparable corpora
P98-2244,0.0,0.0,0.0,proc. sigir'94,coling-acl,coling-acl,proc. sigir'94
W08-0325,1.0,1.0,1.0,,,proceedings of the third workshop on statistical machine translation,proceedings of the third workshop on statistical machine translation
S12-1058,0.0,0.0,0.0,first joint conference on lexical and computational semantics (*sem),semeval,semeval,first joint conference on lexical and computational semantics (*sem)
W08-2116,0.0,0.0,0.0,conll 2008: proceedings of the 12th conference on computational natural language learning,conll 2008: proceedings of the twelfth conference on computational natural language learning,conll 2008: proceedings of the twelfth conference on computational natural language learning,conll 2008: proceedings of the 12th conference on computational natural language learning
W01-1005,0.0,0.0,0.0,ecai2000 workshop on ontology learning,workshop on human language technology and knowledge management,workshop on human language technology and knowledge management,ecai2000 workshop on ontology learning
W12-0911,0.0,0.0,0.0,proceedings of the eacl 2012 workshop on computational models of language acquisition and loss,proceedings of the workshop on computational models of language acquisition and loss,proceedings of the workshop on computational models of language acquisition and loss,proceedings of the eacl 2012 workshop on computational models of language acquisition and loss
S13-2096,0.0,0.0,0.0,second joint conference on lexical and computational semantics (*sem),*sem,*sem,second joint conference on lexical and computational semantics (*sem)
N03-4001,0.0,0.0,0.0,proceedings of coling-96,human language technology conference and meeting of the north american association for computational linguistics - demonstrations,human language technology conference and meeting of the north american association for computational linguistics - demonstrations,proceedings of coling-96
P13-4014,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
E09-2001,0.0,0.0,0.0,proceedings of the eacl 2009 demonstrations session,eacl - demos,eacl - demos,proceedings of the eacl 2009 demonstrations session
N10-2012,0.0,0.0,0.0,proceedings of the naacl hlt 2010: demonstration session,proceedings of the naacl hlt 2010 demonstration session,proceedings of the naacl hlt 2010 demonstration session,proceedings of the naacl hlt 2010: demonstration session
P98-2158,0.0,0.0,0.0,proc. arpa human language technology work- shop,coling-acl,coling-acl,proc. arpa human language technology work- shop
W09-3531,0.0,0.0,0.0,acl and afnlp,proceedings of the 2009 named entities workshop: shared task on transliteration (news 2009),proceedings of the 2009 named entities workshop: shared task on transliteration (news 2009),acl and afnlp
P06-1067,0.0,0.0,0.0,proceedings of the 21st international conference on computational linguistics and 44th annual meeting of the acl,international conference on computational linguistics and annual meeting of the association for computational linguistics,international conference on computational linguistics and annual meeting of the association for computational linguistics,proceedings of the 21st international conference on computational linguistics and 44th annual meeting of the acl
W06-0205,0.0,0.0,0.0,proceedings of the workshop on information extraction beyond the document,workshop on information extraction beyond the document,workshop on information extraction beyond the document,proceedings of the workshop on information extraction beyond the document
C04-1025,0.0,0.0,0.0,constraints and resources in natural language syntax and semantics. csli,international conference on computational linguistics,international conference on computational linguistics,constraints and resources in natural language syntax and semantics. csli
P13-1062,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
E91-1012,0.0,0.0,0.0,]ormation processing letters,conference of the european association for computational linguistics,conference of the european association for computational linguistics,]ormation processing letters
W12-3401,0.0,0.0,0.0,proceedings of the 50th annual meeting of the association for computational linguistics,proceedings of the acl 2012 joint workshop on statistical parsing and semantic processing of morphologically rich languages,proceedings of the acl 2012 joint workshop on statistical parsing and semantic processing of morphologically rich languages,proceedings of the 50th annual meeting of the association for computational linguistics
N13-1020,0.0,0.0,0.0,proceedings of naacl-hlt 2013,naacl,naacl,proceedings of naacl-hlt 2013
E06-1034,0.0,0.0,0.0,proceedings of icslp-96,conference of the european association for computational linguistics,conference of the european association for computational linguistics,proceedings of icslp-96
W11-0219,0.0,0.0,0.0,proceedings of the 2011 workshop on biomedical natural language processing, acl-hlt 2011,proceedings of bionlp 2011 workshop,proceedings of bionlp 2011 workshop,proceedings of the 2011 workshop on biomedical natural language processing, acl-hlt 2011
W06-2934,0.0,0.0,0.0,proceedings of the 10th conference on computational natural language learning,conference on computational natural language learning conll,conference on computational natural language learning conll,proceedings of the 10th conference on computational natural language learning
A94-1007,0.0,0.0,0.0,longman group limited,applied natural language processing conference,applied natural language processing conference,longman group limited
W13-4002,0.0,0.0,0.0,proceedings of the sigdial 2013 conference,sigdial,sigdial,proceedings of the sigdial 2013 conference
D10-1084,0.0,0.0,0.0,proceedings of the 2010 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2010 conference on empirical methods in natural language processing
H94-1055,0.0,0.0,0.0,proceedings, european conference on speech communication and technology,human language technology conference,human language technology conference,proceedings, european conference on speech communication and technology
W06-3805,0.0,0.0,0.0,leveraging pyramids,textgraphs workshop on graph based methods for natural language processing,textgraphs workshop on graph based methods for natural language processing,leveraging pyramids
P13-2067,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
W05-0703,0.0,0.0,0.0,proceedings of the acl workshop on computational approaches to semitic languages,workshop on computational approaches to semitic languages,workshop on computational approaches to semitic languages,proceedings of the acl workshop on computational approaches to semitic languages
E12-1068,0.0,0.0,0.0,proceedings of the 13th conference of the european chapter of the association for computational linguistics,eacl,eacl,proceedings of the 13th conference of the european chapter of the association for computational linguistics
C10-2058,0.0,0.0,0.0,coling 2010: poster volume,coling - posters,coling - posters,coling 2010: poster volume
P91-1006,-1,0.0,-1,,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,
E85-1037,0.0,0.0,0.0,what are expert systems,conference of the european association for computational linguistics,conference of the european association for computational linguistics,what are expert systems
P11-1074,0.0,0.0,0.0,proceedings of the 49th annual meeting of the association for computational linguistics,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics
W09-3905,0.0,0.0,0.0,proceedings of sigdial 2009: the 10th annual meeting of the special interest group in discourse and dialogue,proceedings of the sigdial 2009 conference,proceedings of the sigdial 2009 conference,proceedings of sigdial 2009: the 10th annual meeting of the special interest group in discourse and dialogue
C08-1078,0.0,0.0,0.0,proceedings of the 22nd international conference on computational linguistics,international conference on computational linguistics,international conference on computational linguistics,proceedings of the 22nd international conference on computational linguistics
P08-1088,0.0,0.0,0.0,a proba- bilistic interpretation of canonical correlation analysis,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,a proba- bilistic interpretation of canonical correlation analysis
W10-4210,0.0,0.0,0.0,proceedings of the fifth inter- national natural language generation conference,proceedings of the international natural language generation conference,proceedings of the international natural language generation conference,proceedings of the fifth inter- national natural language generation conference
D07-1107,0.0,0.0,0.0,proceedings of the 2007 joint conference on empirical methods in natural language processing and computational natural language learning,2007 joint conference on empirical methods in natural language processing and computational natural language learning (emnlp-conll),2007 joint conference on empirical methods in natural language processing and computational natural language learning (emnlp-conll),proceedings of the 2007 joint conference on empirical methods in natural language processing and computational natural language learning
N04-1024,0.0,0.0,0.0,proceedings of the fifteenth annual conference on innovative applications of artificial intelligence, aca- pulco,human language technology conference and meeting of the north american association for computational linguistics,human language technology conference and meeting of the north american association for computational linguistics,proceedings of the fifteenth annual conference on innovative applications of artificial intelligence, aca- pulco
W04-2306,0.0,0.0,0.0,proceedings icslp,sigdial workshop on discourse and dialogue,sigdial workshop on discourse and dialogue,proceedings icslp
W13-2803,0.0,0.0,0.0,proceedings of the second workshop on hybrid approaches to translation,hytra,hytra,proceedings of the second workshop on hybrid approaches to translation
N13-1087,0.0,0.0,0.0,proceedings of naacl-hlt 2013,naacl,naacl,proceedings of naacl-hlt 2013
D12-1018,0.0,0.0,0.0,proceedings of the 2012 joint conference on empirical methods in natural language processing and computational natural language learning,emnlp,emnlp,proceedings of the 2012 joint conference on empirical methods in natural language processing and computational natural language learning
P11-2089,0.0,0.0,0.0,proceedings of the 49th annual meeting of the association for computational linguistics:shortpapers,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics: human language technologies,proceedings of the 49th annual meeting of the association for computational linguistics:shortpapers
P13-2117,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
P08-1107,0.0,0.0,0.0,comparing domain-specific and non-domain-specific anaphora resolution techniques,proceedings of the 9th sigdial workshop on discourse and dialogue,proceedings of the 9th sigdial workshop on discourse and dialogue,comparing domain-specific and non-domain-specific anaphora resolution techniques
P97-1033,0.0,0.0,0.0,journal of experimental and theoretical ai,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,journal of experimental and theoretical ai
W97-0409,0.0,0.0,0.0,pro- ceedings of the 16th international conference on computational linguistics (coling-96),workshop on spoken language translation,workshop on spoken language translation,pro- ceedings of the 16th international conference on computational linguistics (coling-96)
I05-3019,0.0,0.0,0.0,proceed- ings of the second sighan workshop on chinese language processing,proceedings of the fourth sighan workshop on chinese language processing,proceedings of the fourth sighan workshop on chinese language processing,proceed- ings of the second sighan workshop on chinese language processing
W11-2017,0.0,0.0,0.0,proceedings of the sigdial 2011: the 12th annual meeting of the special interest group on discourse and dialogue,proceedings of the sigdial 2011 conference,proceedings of the sigdial 2011 conference,proceedings of the sigdial 2011: the 12th annual meeting of the special interest group on discourse and dialogue
W10-4012,0.0,0.0,0.0,proceedings of the 4th international workshop on cross lingual information access at coling 2010,proceedings of the 4th workshop on cross lingual information access,proceedings of the 4th workshop on cross lingual information access,proceedings of the 4th international workshop on cross lingual information access at coling 2010
W11-1720,0.0,0.0,0.0,proceedings of the 2nd workshop on computational approaches to subjectivity and sentiment analysis, acl-hlt 2011,proceedings of the 2nd workshop on computational approaches to subjectivity and sentiment analysis (wassa 2.011),proceedings of the 2nd workshop on computational approaches to subjectivity and sentiment analysis (wassa 2.011),proceedings of the 2nd workshop on computational approaches to subjectivity and sentiment analysis, acl-hlt 2011
W00-0604,0.0,0.0,0.0,a319/a320/a321 aircraft maintenance manual. airbus industrie,workshop on reading comprehension tests as evaluation for computer-based language understanding systems,workshop on reading comprehension tests as evaluation for computer-based language understanding systems,a319/a320/a321 aircraft maintenance manual. airbus industrie
W00-0706,0.0,0.0,0.0,proceedings of conll-2000 and lll-2000,conference on computational natural language learning and of the second learning language in logic workshop conll and lll,conference on computational natural language learning and of the second learning language in logic workshop conll and lll,proceedings of conll-2000 and lll-2000
P06-1033,0.0,0.0,0.0,proceedings of the 21st international conference on computational linguistics and 44th annual meeting of the acl,international conference on computational linguistics and annual meeting of the association for computational linguistics,international conference on computational linguistics and annual meeting of the association for computational linguistics,proceedings of the 21st international conference on computational linguistics and 44th annual meeting of the acl
P82-1013,-1,0.0,-1,,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,
W12-2017,0.0,0.0,0.0,montse mar- itxalar,proceedings of the seventh workshop on building educational applications using nlp,proceedings of the seventh workshop on building educational applications using nlp,montse mar- itxalar
N10-1135,0.0,0.0,0.0,proc. icml,human language technologies: the 2010 annual conference of the north american chapter of the association for computational linguistics,human language technologies: the 2010 annual conference of the north american chapter of the association for computational linguistics,proc. icml
P85-1034,0.0,0.0,0.0,lexical access and naming time. joutmal of verbal learning and verbal behavior,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,lexical access and naming time. joutmal of verbal learning and verbal behavior
P13-1017,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
P09-1045,0.0,0.0,0.0,proceedings of the 47th annual meeting of the acl and the 4th ijcnlp of the afnlp,acl-ijcnlp,acl-ijcnlp,proceedings of the 47th annual meeting of the acl and the 4th ijcnlp of the afnlp
N07-1018,0.0,0.0,0.0,proceedings of naacl hlt 2007,human language technologies 2007: the conference of the north american chapter of the association for computational linguistics; proceedings of the main conference,human language technologies 2007: the conference of the north american chapter of the association for computational linguistics; proceedings of the main conference,proceedings of naacl hlt 2007
P95-1041,0.0,0.0,0.0,advances in computers,annual meeting of the association for computational linguistics,annual meeting of the association for computational linguistics,advances in computers
W06-1654,0.0,0.0,0.0,proceedings of the 2006 conference on empirical methods in natural language processing,conference on empirical methods in natural language processing,conference on empirical methods in natural language processing,proceedings of the 2006 conference on empirical methods in natural language processing
D13-1185,0.0,0.0,0.0,proceedings of the 2013 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2013 conference on empirical methods in natural language processing
W12-1805,0.0,0.0,0.0,proc. of interspeech,naacl-hlt workshop on future directions and needs in the spoken dialog community: tools and data (sdctd 2012),naacl-hlt workshop on future directions and needs in the spoken dialog community: tools and data (sdctd 2012),proc. of interspeech
W03-0201,0.0,0.0,0.0,proceedings of the 40 th annual meeting of the association for com- putational linguistics,workshop on building educational applications using natural language processing,workshop on building educational applications using natural language processing,proceedings of the 40 th annual meeting of the association for com- putational linguistics
D08-1054,0.0,0.0,0.0,proceedings of the 2008 conference on empirical methods in natural language processing,conference on empirical methods in natural language processing,conference on empirical methods in natural language processing,proceedings of the 2008 conference on empirical methods in natural language processing
W06-0134,0.0,0.0,0.0,proceedings of the fifth sighan workshop on chinese language processing,sighan workshop on chinese language processing,sighan workshop on chinese language processing,proceedings of the fifth sighan workshop on chinese language processing
J02-4002,0.0,0.0,0.0,similarity-based estimation of word cooccurrence probabilities (acl94), i. dagan et al,computational linguistics,computational linguistics,similarity-based estimation of word cooccurrence probabilities (acl94), i. dagan et al
D11-1068,0.0,0.0,0.0,proceedings of the 2011 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2011 conference on empirical methods in natural language processing
D12-1028,0.0,0.0,0.0,proceedings of the 2012 joint conference on empirical methods in natural language processing and computational natural language learning,emnlp,emnlp,proceedings of the 2012 joint conference on empirical methods in natural language processing and computational natural language learning
P98-1007,0.0,0.0,0.0,reference to abstract ob- jects in discourse,coling-acl,coling-acl,reference to abstract ob- jects in discourse
H01-1003,0.0,0.0,0.0,acknowledgments we would like to thank,human language technology conference,human language technology conference,acknowledgments we would like to thank
W07-1519,0.0,0.0,0.0,proceedings of the linguistic annotation workshop,linguistic annotation workshop,linguistic annotation workshop,proceedings of the linguistic annotation workshop
L08-1038,0.0,0.0,0.0,references,lrec,lrec,references
W06-3205,0.0,0.0,0.0,proceedings of the eighth meeting of the acl special interest group on computational phonology at hlt-naacl 2006,meeting of the acl special interest group on computational phonology and morphology,meeting of the acl special interest group on computational phonology and morphology,proceedings of the eighth meeting of the acl special interest group on computational phonology at hlt-naacl 2006
L08-1527,0.0,0.0,0.0,references,lrec,lrec,references
W08-0617,0.0,0.0,0.0,ieee transactions on speech and audio processing,proceedings of the workshop on current trends in biomedical natural language processing,proceedings of the workshop on current trends in biomedical natural language processing,ieee transactions on speech and audio processing
P13-2139,0.0,0.0,0.0,proceedings of the 51st annual meeting of the association for computational linguistics,acl,acl,proceedings of the 51st annual meeting of the association for computational linguistics
D13-1067,0.0,0.0,0.0,proceedings of the 2013 conference on empirical methods in natural language processing,emnlp,emnlp,proceedings of the 2013 conference on empirical methods in natural language processing
E87-1023,0.0,0.0,0.0,transfer in a multilingual machine translation system,conference of the european association for computational linguistics,conference of the european association for computational linguistics,transfer in a multilingual machine translation system
W06-3001,0.0,0.0,0.0,proceedings of the interactive question answering workshop at hlt-naacl 2006,interactive question answering workshop,interactive question answering workshop,proceedings of the interactive question answering workshop at hlt-naacl 2006
P10-1041,0.0,0.0,0.0,proceedings of the 48th annual meeting of the association for computational linguistics,acl,acl,proceedings of the 48th annual meeting of the association for computational linguistics
