id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
C10-2089,1.0,1.0,1.0,,,Connective-Based Measuring of the Inter-Annotator Agreement in the Annotation of Discourse in PDT,Connective-Based Measuring of the Inter-Annotator Agreement in the Annotation of Discourse in PDT
W07-2002,0.0,0.0,0.0,Semeval-2007 Task 02: Evaluating Word Sense Induction and Discrimination Systems,SemEval-2007 Task 02: Evaluating Word Sense Induction and Discrimination Systems,SemEval-2007 Task 02: Evaluating Word Sense Induction and Discrimination Systems,Semeval-2007 Task 02: Evaluating Word Sense Induction and Discrimination Systems
W03-1102,0.0,0.0,0.0,A Practical Text Summarizer by Paragraph Extraction for Thai,A Practical Text Summarizer By Paragraph Extraction For Thai,A Practical Text Summarizer By Paragraph Extraction For Thai,A Practical Text Summarizer by Paragraph Extraction for Thai
D13-1167,1.0,1.0,1.0,,,Multi-Relational Latent Semantic Analysis,Multi-Relational Latent Semantic Analysis
N01-1011,-1,0.0,-1,,A Decision Tree Of Bigrams Is An Accurate Predictor Of Word Sense,A Decision Tree Of Bigrams Is An Accurate Predictor Of Word Sense,
W06-3809,0.0,0.0,0.0,Random-Walk Term Weighting for Improved Text Classification,Random-Walk Term Weighting For Improved Text Classification,Random-Walk Term Weighting For Improved Text Classification,Random-Walk Term Weighting for Improved Text Classification
W09-3704,0.0,0.0,0.0,A computational account of comparative implicatures for a spoken dialogue agent *,A computational account of comparative implicatures for a spoken dialogue agent,A computational account of comparative implicatures for a spoken dialogue agent,A computational account of comparative implicatures for a spoken dialogue agent *
P11-4017,-1,0.0,-1,,Wikipedia Revision Toolkit: Efficiently Accessing Wikipedia’s Edit History,Wikipedia Revision Toolkit: Efficiently Accessing Wikipedia’s Edit History,
N09-2006,1.0,1.0,1.0,,,A Simplex Armijo Downhill Algorithm for Optimizing Statistical Machine Translation Decoding Parameters,A Simplex Armijo Downhill Algorithm for Optimizing Statistical Machine Translation Decoding Parameters
W13-2807,1.0,1.0,1.0,,,Reordering rules for English-Hindi SMT,Reordering rules for English-Hindi SMT
N06-2051,0.0,0.0,0.0,Bridging the Inflection Morphology Gap for Arabic Statistical Machine Translation,Bridging The Inflection Morphology Gap For Arabic Statistical Machine Translation,Bridging The Inflection Morphology Gap For Arabic Statistical Machine Translation,Bridging the Inflection Morphology Gap for Arabic Statistical Machine Translation
C86-1067,0.0,0.0,0.0,A Kana-Kanji Translation System for Non-Segmented Input Sentences Based on Syntactic and Semantic Analysis,A Kana-Kanji Translation System For Non-Segmented Input Sentences Based On Syntactic And Semantic Analysis,A Kana-Kanji Translation System For Non-Segmented Input Sentences Based On Syntactic And Semantic Analysis,A Kana-Kanji Translation System for Non-Segmented Input Sentences Based on Syntactic and Semantic Analysis
P12-2010,1.0,1.0,1.0,,,A Graph-based Cross-lingual Projection Approach for Weakly Supervised Relation Extraction,A Graph-based Cross-lingual Projection Approach for Weakly Supervised Relation Extraction
P84-1027,0.0,0.0,0.0,The Semantics of Grammar Formalisms Seen as Computer Languages,The Semantics Of Grammar Formalisms Seen As Computer Languages,The Semantics Of Grammar Formalisms Seen As Computer Languages,The Semantics of Grammar Formalisms Seen as Computer Languages
P03-2028,1.0,1.0,1.0,,,Spoken Interactive ODQA System: SPIQA,Spoken Interactive ODQA System: SPIQA
N13-1017,1.0,1.0,1.0,,,Drug Extraction from the Web: Summarizing Drug Experiences with Multi-Dimensional Topic Models,Drug Extraction from the Web: Summarizing Drug Experiences with Multi-Dimensional Topic Models
W94-0318,0.0,0.0,0.0,Towards the application of text generation in an integrated publication system*,Towards The Application Of Text Generation In An Integrated Publication System,Towards The Application Of Text Generation In An Integrated Publication System,Towards the application of text generation in an integrated publication system*
W08-2102,0.0,0.0,0.0,TAG, Dynamic Programming, and the Perceptron for Efficient, Feature-rich Parsing,TAG, Dynamic Programming, and the Perceptron for Efficient, Feature-Rich Parsing,TAG, Dynamic Programming, and the Perceptron for Efficient, Feature-Rich Parsing,TAG, Dynamic Programming, and the Perceptron for Efficient, Feature-rich Parsing
W10-1610,1.0,1.0,1.0,,,The emergence of the modern concept of introspection: a quantitative linguistic analysis,The emergence of the modern concept of introspection: a quantitative linguistic analysis
D12-1042,1.0,1.0,1.0,,,Multi-instance Multi-label Learning for Relation Extraction,Multi-instance Multi-label Learning for Relation Extraction
A00-3002,0.0,0.0,0.0,Efficient parsing strategies for syntactic analysis of closed captions,Efficient Parsing Strategies For Syntactic Analysis Of Closed Captions,Efficient Parsing Strategies For Syntactic Analysis Of Closed Captions,Efficient parsing strategies for syntactic analysis of closed captions
W13-2902,1.0,1.0,1.0,,,Building a German/Simple German Parallel Corpus for Automatic Text Simplification,Building a German/Simple German Parallel Corpus for Automatic Text Simplification
P92-1029,0.0,0.0,0.0,Association-based Natural Language Processing with Neural Networks,Association-Based Natural Language Processing With Neural Networks,Association-Based Natural Language Processing With Neural Networks,Association-based Natural Language Processing with Neural Networks
N03-1003,0.0,0.0,0.0,Learning to Paraphrase: An Unsupervised Approach Using Multiple-Sequence Alignment,Learning To Paraphrase: An Unsupervised Approach Using Multiple-Sequence Alignment,Learning To Paraphrase: An Unsupervised Approach Using Multiple-Sequence Alignment,Learning to Paraphrase: An Unsupervised Approach Using Multiple-Sequence Alignment
P98-2188,1.0,1.0,1.0,,,Dialogue Act Tagging with Transformation-Based Learning,Dialogue Act Tagging with Transformation-Based Learning
H93-1074,0.0,0.0,0.0,Mode preference in a simple data-retrieval task,Mode Preference In A Simple Data-Retrieval Task,Mode Preference In A Simple Data-Retrieval Task,Mode preference in a simple data-retrieval task
L08-1285,1.0,1.0,1.0,,,An Evaluation Resource for Geographic Information Retrieval,An Evaluation Resource for Geographic Information Retrieval
C08-1034,1.0,1.0,1.0,,,Instance-Based Ontology Population Exploiting Named-Entity Substitution,Instance-Based Ontology Population Exploiting Named-Entity Substitution
W06-2606,1.0,1.0,1.0,,,Reranking Translation Hypotheses Using Structural Properties,Reranking Translation Hypotheses Using Structural Properties
H92-1093,0.0,0.0,0.0,Weight Estimation for N-Best Rescoring*,Weight Estimation For N-Best Rescoring,Weight Estimation For N-Best Rescoring,Weight Estimation for N-Best Rescoring*
W99-0204,0.0,0.0,0.0,Automatic Slide Presentation from Semantically Annotated Documents,Automatic Slide Presentation From Semantically Annotated Documents,Automatic Slide Presentation From Semantically Annotated Documents,Automatic Slide Presentation from Semantically Annotated Documents
W00-0206,0.0,0.0,0.0,An Application of the Interlingua System ISS for Spanish-English Pronominal Anaphora Generation,An Application Of The Interlingua System ISS For Spanish-English Pronominal Anaphora Generation,An Application Of The Interlingua System ISS For Spanish-English Pronominal Anaphora Generation,An Application of the Interlingua System ISS for Spanish-English Pronominal Anaphora Generation
S12-1039,1.0,1.0,1.0,,,UConcordia: CLaC Negation Focus Detection at *Sem 2012,UConcordia: CLaC Negation Focus Detection at *Sem 2012
W97-0321,0.0,0.0,0.0,Word Sense Disambiguation Based on Structured Semantic Space*,Word Sense Disambiguation Based On Structured Semantic Space,Word Sense Disambiguation Based On Structured Semantic Space,Word Sense Disambiguation Based on Structured Semantic Space*
W11-2131,1.0,1.0,1.0,,,Instance Selection for Machine Translation using Feature Decay Algorithms,Instance Selection for Machine Translation using Feature Decay Algorithms
C08-1110,1.0,1.0,1.0,,,A Framework for Identifying Textual Redundancy,A Framework for Identifying Textual Redundancy
P13-3005,1.0,1.0,1.0,,,Survey on parsing three dependency representations for English,Survey on parsing three dependency representations for English
W94-0324,0.0,0.0,0.0,Generating Cooperative System Responses in Information Retrieval Dialogues,Generating Cooperative System Responses In Information Retrieval Dialogues,Generating Cooperative System Responses In Information Retrieval Dialogues,Generating Cooperative System Responses in Information Retrieval Dialogues
D12-1072,1.0,1.0,1.0,,,A Sequence Labelling Approach to Quote Attribution,A Sequence Labelling Approach to Quote Attribution
P13-2048,1.0,1.0,1.0,,,IndoNet: A Multilingual Lexical Knowledge Network for Indian Languages,IndoNet: A Multilingual Lexical Knowledge Network for Indian Languages
L08-1534,1.0,1.0,1.0,,,Lexical Resources for Automatic Translation of Constructed Neologisms: the Case Study of Relational Adjectives,Lexical Resources for Automatic Translation of Constructed Neologisms: the Case Study of Relational Adjectives
W12-3110,1.0,1.0,1.0,,,Linguistic Features for Quality Estimation,Linguistic Features for Quality Estimation
D13-1026,1.0,1.0,1.0,,,Max-Margin Synchronous Grammar Induction for Machine Translation,Max-Margin Synchronous Grammar Induction for Machine Translation
W01-1315,0.0,0.0,0.0,The Annotation of Temporal Information in Natural Language Sentences,The Annotation Of Temporal Information In Natural Language Sentences,The Annotation Of Temporal Information In Natural Language Sentences,The Annotation of Temporal Information in Natural Language Sentences
P07-1010,0.0,0.0,0.0,A Discriminative Language Model with Pseudo-Negative Samples,A discriminative language model with pseudo-negative samples,A discriminative language model with pseudo-negative samples,A Discriminative Language Model with Pseudo-Negative Samples
P01-1065,0.0,0.0,0.0,A Generic Approach to Parallel Chart Parsing with an Application to LinGO,A Generic Approach To Parallel Chart Parsing With An Application To LinGO,A Generic Approach To Parallel Chart Parsing With An Application To LinGO,A Generic Approach to Parallel Chart Parsing with an Application to LinGO
L08-1364,0.0,0.0,0.0,Portuguese-English word alignment: some experiments,Portuguese-English Word Alignment: some Experiments,Portuguese-English Word Alignment: some Experiments,Portuguese-English word alignment: some experiments
W07-0704,1.0,1.0,1.0,,,Exploring Different Representational Units in English-to-Turkish Statistical Machine Translation,Exploring Different Representational Units in English-to-Turkish Statistical Machine Translation
W06-2717,0.0,0.0,0.0,XML-based Phrase Alignment in Parallel Treebanks,XML-Based Phrase Alignment In Parallel Treebanks,XML-Based Phrase Alignment In Parallel Treebanks,XML-based Phrase Alignment in Parallel Treebanks
P13-2115,1.0,1.0,1.0,,,Diverse Keyword Extraction from Conversations,Diverse Keyword Extraction from Conversations
W10-0913,1.0,1.0,1.0,,,A Hybrid Approach to Unsupervised Relation Discovery Based on Linguistic Analysis and Semantic Typing,A Hybrid Approach to Unsupervised Relation Discovery Based on Linguistic Analysis and Semantic Typing
D07-1109,1.0,1.0,1.0,,,A Topic Model for Word Sense Disambiguation,A Topic Model for Word Sense Disambiguation
W06-3203,0.0,0.0,0.0,Learning Quantity Insensitive Stress Systems via Local Inference,Learning Quantity Insensitive Stress Systems Via Local Inference,Learning Quantity Insensitive Stress Systems Via Local Inference,Learning Quantity Insensitive Stress Systems via Local Inference
W02-2031,0.0,0.0,0.0,Learning with Multiple Stacking for Named Entity Recognition,Learning With Multiple Stacking For Named Entity Recognition,Learning With Multiple Stacking For Named Entity Recognition,Learning with Multiple Stacking for Named Entity Recognition
P04-1079,0.0,0.0,0.0,Extending the BLEU MT Evaluation Method with Frequency Weightings,Extending The BLEU MT Evaluation Method With Frequency Weightings,Extending The BLEU MT Evaluation Method With Frequency Weightings,Extending the BLEU MT Evaluation Method with Frequency Weightings
M98-1018,0.0,0.0,0.0,NYU: Description of the MENE Named Entity System as Used in MUC-7,NYU: Description Of The MENE Named Entity System As Used In MUC-7,NYU: Description Of The MENE Named Entity System As Used In MUC-7,NYU: Description of the MENE Named Entity System as Used in MUC-7
C02-1048,0.0,0.0,0.0,Answering it with charts — Dialogue in natural language and charts —,Answering It With Charts: Dialogue In Natural Language And Charts,Answering It With Charts: Dialogue In Natural Language And Charts,Answering it with charts — Dialogue in natural language and charts —
W04-1116,0.0,0.0,0.0,Automatic Semantic Role Assignment for a Tree Structure,Automatic Semantic Role Assignment For A Tree Structure,Automatic Semantic Role Assignment For A Tree Structure,Automatic Semantic Role Assignment for a Tree Structure
C10-1059,1.0,1.0,1.0,,,Reranking Models in Fine-grained Opinion Analysis,Reranking Models in Fine-grained Opinion Analysis
W04-0863,0.0,0.0,0.0,Joining forces to resolve lexical ambiguity: East meets West in Barcelona,Joining Forces To Resolve Lexical Ambiguity: East Meets West In Barcelona,Joining Forces To Resolve Lexical Ambiguity: East Meets West In Barcelona,Joining forces to resolve lexical ambiguity: East meets West in Barcelona
P10-3010,0.0,0.0,0.0,Transition-based parsing with Confidence-Weighted Classification,Transition-Based Parsing with Confidence-Weighted Classification,Transition-Based Parsing with Confidence-Weighted Classification,Transition-based parsing with Confidence-Weighted Classification
D10-1112,0.0,0.0,0.0,Word-based dialect identification with georeferenced rules,Word-Based Dialect Identification with Georeferenced Rules,Word-Based Dialect Identification with Georeferenced Rules,Word-based dialect identification with georeferenced rules
P04-1031,0.0,0.0,0.0,Balancing Clarity and Efficiency in Typed Feature Logic through Delaying,Balancing Clarity And Efficiency In Typed Feature Logic Through Delaying,Balancing Clarity And Efficiency In Typed Feature Logic Through Delaying,Balancing Clarity and Efficiency in Typed Feature Logic through Delaying
P93-1040,0.0,0.0,0.0,THE IMPERFECTIVE PARADOX AND TRAJECTORY-OF-MOTION EVENTS *,The Imperfective Paradox And Trajectory-Of-Motion Events,The Imperfective Paradox And Trajectory-Of-Motion Events,THE IMPERFECTIVE PARADOX AND TRAJECTORY-OF-MOTION EVENTS *
C92-4190,0.0,0.0,0.0,CAN COMPUTERS HANDLE ADVERBS?*,Can Computers Handle Adverbs?,Can Computers Handle Adverbs?,CAN COMPUTERS HANDLE ADVERBS?*
W13-1719,1.0,1.0,1.0,,,Exploring Syntactic Representations for Native Language Identification,Exploring Syntactic Representations for Native Language Identification
L08-1078,1.0,1.0,1.0,,,Corpus-based Semantic Relatedness for the Construction of Polish WordNet,Corpus-based Semantic Relatedness for the Construction of Polish WordNet
W94-0329,0.0,0.0,0.0,CORECT: Combining CSCW with Natural Language Generation for Collaborative Requirements Capture,CORECT: Combining CSCW With Natural Language Generation For Collaborative Requirement Capture,CORECT: Combining CSCW With Natural Language Generation For Collaborative Requirement Capture,CORECT: Combining CSCW with Natural Language Generation for Collaborative Requirements Capture
W11-0409,1.0,1.0,1.0,,,Crowdsourcing Word Sense Definition,Crowdsourcing Word Sense Definition
W10-4129,0.0,0.0,0.0,An Double Hidden HMM and an CRF for Segmentation Tasks with Pinyin's Finals,A Chinese Word Segmentation System Based on Structured Support Vector Machine Utilization of Unlabeled Text Corpus,A Chinese Word Segmentation System Based on Structured Support Vector Machine Utilization of Unlabeled Text Corpus,An Double Hidden HMM and an CRF for Segmentation Tasks with Pinyin's Finals
D08-1092,1.0,1.0,1.0,,,Two Languages are Better than One (for Syntactic Parsing),Two Languages are Better than One (for Syntactic Parsing)
C88-2087,0.0,0.0,0.0,A Novel Analysis of Temporal Frame-Adverbials,A Novel Analysis Of Temporal Frame-Adverbials,A Novel Analysis Of Temporal Frame-Adverbials,A Novel Analysis of Temporal Frame-Adverbials
W11-0312,1.0,1.0,1.0,,,Effects of Meaning-Preserving Corrections on Language Learning,Effects of Meaning-Preserving Corrections on Language Learning
W09-1004,1.0,1.0,1.0,,,Experiments Using OSTIA for a Language Production Task,Experiments Using OSTIA for a Language Production Task
S13-2032,1.0,1.0,1.0,,,LIMSI : Cross-lingual Word Sense Disambiguation using Translation Sense Clustering,LIMSI : Cross-lingual Word Sense Disambiguation using Translation Sense Clustering
I08-8002,1.0,1.0,1.0,,,Speech-to-Speech Translation Activities in Thailand,Speech-to-Speech Translation Activities in Thailand
C08-1045,1.0,1.0,1.0,,,Non-Compositional Language Model and Pattern Dictionary Development for Japanese Compound and Complex Sentences,Non-Compositional Language Model and Pattern Dictionary Development for Japanese Compound and Complex Sentences
D12-1114,1.0,1.0,1.0,,,Joint Learning for Coreference Resolution with Markov Logic,Joint Learning for Coreference Resolution with Markov Logic
D13-1091,1.0,1.0,1.0,,,Is Twitter A Better Corpus for Measuring Sentiment Similarity?,Is Twitter A Better Corpus for Measuring Sentiment Similarity?
W12-2603,1.0,1.0,1.0,,,Machine Translation for Multilingual Summary Content Evaluation,Machine Translation for Multilingual Summary Content Evaluation
D09-1101,1.0,1.0,1.0,,,Supervised Models for Coreference Resolution,Supervised Models for Coreference Resolution
A00-1035,0.0,0.0,0.0,Spelling and Grammar Correction for Danish in SCARRIE,Spelling And Grammar Correction For Danish In SCARRIE,Spelling And Grammar Correction For Danish In SCARRIE,Spelling and Grammar Correction for Danish in SCARRIE
W10-0734,1.0,1.0,1.0,,,Creating a Bi-lingual Entailment Corpus through Translations with Mechanical Turk: $100 for a 10-day Rush,Creating a Bi-lingual Entailment Corpus through Translations with Mechanical Turk: $100 for a 10-day Rush
D08-1106,1.0,1.0,1.0,,,Graph-based Analysis of Semantic Drift in Espresso-like Bootstrapping Algorithms,Graph-based Analysis of Semantic Drift in Espresso-like Bootstrapping Algorithms
W11-1403,1.0,1.0,1.0,,,Generating Varied Narrative Probability Exercises,Generating Varied Narrative Probability Exercises
W09-0612,0.0,0.0,0.0,An Alignment-capable Microplanner for Natural Language Generation,An Alignment-Capable Microplanner for Natural Language Generation,An Alignment-Capable Microplanner for Natural Language Generation,An Alignment-capable Microplanner for Natural Language Generation
W04-0803,0.0,0.0,0.0,SENSEVAL-3 TASK Automatic Labeling of Semantic Roles,Senseval-3 Task: Automatic Labeling Of Semantic Roles,Senseval-3 Task: Automatic Labeling Of Semantic Roles,SENSEVAL-3 TASK Automatic Labeling of Semantic Roles
W12-2001,1.0,1.0,1.0,,,Question Ranking and Selection in Tutorial Dialogues,Question Ranking and Selection in Tutorial Dialogues
W06-2502,0.0,0.0,0.0,Cluster Stopping Rules for Word Sense Discrimination,Cluster Stopping Rules For Word Sense Discrimination,Cluster Stopping Rules For Word Sense Discrimination,Cluster Stopping Rules for Word Sense Discrimination
I08-2131,1.0,1.0,1.0,,,Language Independent Text Correction using Finite State Automata,Language Independent Text Correction using Finite State Automata
P11-1130,1.0,1.0,1.0,,,Translating from Morphologically Complex Languages: A Paraphrase-Based Approach,Translating from Morphologically Complex Languages: A Paraphrase-Based Approach
W05-0619,0.0,0.0,0.0,Investigating the Effects of Selective Sampling on the Annotation Task,Investigating The Effects Of Selective Sampling On The Annotation Task,Investigating The Effects Of Selective Sampling On The Annotation Task,Investigating the Effects of Selective Sampling on the Annotation Task
P06-2050,0.0,0.0,0.0,When Conset meets Synset: A Preliminary Survey of an Ontological Lexical Resource based on Chinese Characters,When Conset Meets Synset: A Preliminary Survey Of An Ontological Lexical Resource Based On Chinese Characters,When Conset Meets Synset: A Preliminary Survey Of An Ontological Lexical Resource Based On Chinese Characters,When Conset meets Synset: A Preliminary Survey of an Ontological Lexical Resource based on Chinese Characters
H05-1020,0.0,0.0,0.0,Discretization Based Learning Approach to Information Retrieval,Discretization Based Learning Approach To Information Retrieval,Discretization Based Learning Approach To Information Retrieval,Discretization Based Learning Approach to Information Retrieval
N09-1038,1.0,1.0,1.0,,,Minimal-length linearizations for mildly context-sensitive dependency trees,Minimal-length linearizations for mildly context-sensitive dependency trees
J03-3002,0.0,0.0,0.0,The Web as a Parallel Corpus,The Web As A Parallel Corpus,The Web As A Parallel Corpus,The Web as a Parallel Corpus
W13-3102,1.0,1.0,1.0,,,Multi-document multilingual summarization corpus preparation, Part 2: Czech, Hebrew and Spanish,Multi-document multilingual summarization corpus preparation, Part 2: Czech, Hebrew and Spanish
L08-1296,1.0,1.0,1.0,,,A Framework for Identity Resolution and Merging for Multi-source Information Extraction,A Framework for Identity Resolution and Merging for Multi-source Information Extraction
P07-1008,1.0,1.0,1.0,,,Making Lexical Ontologies Functional and Context-Sensitive,Making Lexical Ontologies Functional and Context-Sensitive
P90-1008,0.0,0.0,0.0,A Compositional Semantics for Focusing Subjuncts,A Compositional Semantics For Focusing Subjuncts,A Compositional Semantics For Focusing Subjuncts,A Compositional Semantics for Focusing Subjuncts
W07-0909,1.0,1.0,1.0,,,Cross Lingual and Semantic Retrieval for Cultural Heritage Appreciation,Cross Lingual and Semantic Retrieval for Cultural Heritage Appreciation
E09-1088,0.0,0.0,0.0,Sequential Labeling with Latent Variables: An Exact Inference Algorithm and Its Efficient Approximation,Sequential Labeling with Latent Variables: An Exact Inference Algorithm and its Efficient Approximation,Sequential Labeling with Latent Variables: An Exact Inference Algorithm and its Efficient Approximation,Sequential Labeling with Latent Variables: An Exact Inference Algorithm and Its Efficient Approximation
N10-2009,1.0,1.0,1.0,,,Interpretation of Partial Utterances in Virtual Human Dialogue Systems,Interpretation of Partial Utterances in Virtual Human Dialogue Systems
W13-1605,1.0,1.0,1.0,,,The perfect solution for detecting sarcasm in tweets #not,The perfect solution for detecting sarcasm in tweets #not
E87-1030,0.0,0.0,0.0,NATURAL AND SIMULATED POINTING,Natural And Simulated Pointing,Natural And Simulated Pointing,NATURAL AND SIMULATED POINTING
A92-1043,0.0,0.0,0.0,Learning a Scanning Understanding for "Real-world" Library Categorization,Learning A Scanning Understanding For "Real-World" Library Categorization,Learning A Scanning Understanding For "Real-World" Library Categorization,Learning a Scanning Understanding for "Real-world" Library Categorization
W13-3502,1.0,1.0,1.0,,,Analysis of Stopping Active Learning based on Stabilizing Predictions,Analysis of Stopping Active Learning based on Stabilizing Predictions
P94-1016,0.0,0.0,0.0,INTERLEAVING SYNTAX AND SEMANTICS IN AN EFFICIENT BOTTOM-UP PARSER*,Interleaving Syntax And Semantics In An Efficient Bottom-Up Parser,Interleaving Syntax And Semantics In An Efficient Bottom-Up Parser,INTERLEAVING SYNTAX AND SEMANTICS IN AN EFFICIENT BOTTOM-UP PARSER*
P12-2021,1.0,1.0,1.0,,,Robust Conversion of CCG Derivations to Phrase Structure Trees,Robust Conversion of CCG Derivations to Phrase Structure Trees
P13-1024,1.0,1.0,1.0,,,Linking Tweets to News: A Framework to Enrich Short Text Data in Social Media,Linking Tweets to News: A Framework to Enrich Short Text Data in Social Media
P05-1067,1.0,1.0,1.0,,,Machine Translation Using Probabilistic Synchronous Dependency Insertion Grammars,Machine Translation Using Probabilistic Synchronous Dependency Insertion Grammars
W09-3922,1.0,1.0,1.0,,,Automatic Generation of Information State Update Dialogue Systems that Dynamically Create Voice XML, as Demonstrated on the iPhone,Automatic Generation of Information State Update Dialogue Systems that Dynamically Create Voice XML, as Demonstrated on the iPhone
A97-1023,0.0,0.0,0.0,Techniques for Accelerating a Grammar-Checker,Techniques For Accelerating A Grammar-Checker,Techniques For Accelerating A Grammar-Checker,Techniques for Accelerating a Grammar-Checker
P09-1096,1.0,1.0,1.0,,,SMS based Interface for FAQ Retrieval,SMS based Interface for FAQ Retrieval
W12-3158,1.0,1.0,1.0,,,Leave-One-Out Phrase Model Training for Large-Scale Deployment,Leave-One-Out Phrase Model Training for Large-Scale Deployment
W04-3005,0.0,0.0,0.0,Automatic Call Routing with Multiple Language Models,Automatic Call Routing With Multiple Language Models,Automatic Call Routing With Multiple Language Models,Automatic Call Routing with Multiple Language Models
I05-3010,1.0,1.0,1.0,,,Turn-taking in Mandarin Dialogue: Interactions of Tone and Intonation,Turn-taking in Mandarin Dialogue: Interactions of Tone and Intonation
W04-0403,0.0,0.0,0.0,What is at stake: a case study of Russian expressions starting with a preposition,What Is At Stake: A Case Study Of Russian Expressions Starting With A Preposition,What Is At Stake: A Case Study Of Russian Expressions Starting With A Preposition,What is at stake: a case study of Russian expressions starting with a preposition
P13-2084,1.0,1.0,1.0,,,Text Classification from Positive and Unlabeled Data using Misclassified Data Correction,Text Classification from Positive and Unlabeled Data using Misclassified Data Correction
W03-1501,0.0,0.0,0.0,Learning Formulation and Transformation Rules for Multilingual Named Entities,Learning Formulation And Transformation Rules For Multilingual Named Entities,Learning Formulation And Transformation Rules For Multilingual Named Entities,Learning Formulation and Transformation Rules for Multilingual Named Entities
A88-1034,0.0,0.0,0.0,CANONICAL REPRESENTATION IN NLP SYSTEM DESIGN= A CRITICAL EVALUATION,Canonical Representation In NLP System Design: A Critical Evaluation,Canonical Representation In NLP System Design: A Critical Evaluation,CANONICAL REPRESENTATION IN NLP SYSTEM DESIGN= A CRITICAL EVALUATION
W05-0829,0.0,0.0,0.0,Competitive Grouping in Integrated Phrase Segmentation and Alignment Model,Competitive Grouping In Integrated Phrase Segmentation And Alignment Model,Competitive Grouping In Integrated Phrase Segmentation And Alignment Model,Competitive Grouping in Integrated Phrase Segmentation and Alignment Model
N03-2024,0.0,0.0,0.0,References to Named Entities: a Corpus Study,References To Named Entities: A Corpus Study,References To Named Entities: A Corpus Study,References to Named Entities: a Corpus Study
S10-1079,1.0,1.0,1.0,,,UoY: Graphs of Unambiguous Vertices for Word Sense Induction and Disambiguation,UoY: Graphs of Unambiguous Vertices for Word Sense Induction and Disambiguation
P13-3012,1.0,1.0,1.0,,,Multigraph Clustering for Unsupervised Coreference Resolution,Multigraph Clustering for Unsupervised Coreference Resolution
C10-2060,1.0,1.0,1.0,,,A Comparative Study on Ranking and Selection Strategies for Multi-Document Summarization,A Comparative Study on Ranking and Selection Strategies for Multi-Document Summarization
D10-1047,0.0,0.0,0.0,Multi-document summarization using A* search and discriminative training,Multi-Document Summarization Using A* Search and Discriminative Learning,Multi-Document Summarization Using A* Search and Discriminative Learning,Multi-document summarization using A* search and discriminative training
P86-1030,0.0,0.0,0.0,The detection and representation of ambiguities of intension and description,The Detection And Representation Of Ambiguities Of Intension And Description,The Detection And Representation Of Ambiguities Of Intension And Description,The detection and representation of ambiguities of intension and description
W99-0305,0.0,0.0,0.0,STANDARDISATION EFFORTS ON THE LEVEL OF DIALOGUE ACT IN THE MATE PROJECT,Standardisation Efforts On The Level Of Dialogue Act In The MATE Project,Standardisation Efforts On The Level Of Dialogue Act In The MATE Project,STANDARDISATION EFFORTS ON THE LEVEL OF DIALOGUE ACT IN THE MATE PROJECT
W02-1608,0.0,0.0,0.0,Extending the Coverage of a Valency Dictionary,Extending The Coverage Of A Valency Dictionary,Extending The Coverage Of A Valency Dictionary,Extending the Coverage of a Valency Dictionary
W99-0622,0.0,0.0,0.0,Guiding a Well-Founded Parser with Corpus Statistics,Guiding A Well-Founded Parser With Corpus Statistics,Guiding A Well-Founded Parser With Corpus Statistics,Guiding a Well-Founded Parser with Corpus Statistics
W00-0713,0.0,0.0,0.0,Using Induced Rules as Complex Features in Memory-Based Language Learning,Using Induced Rules As Complex Features In Memory-Based Language Learning,Using Induced Rules As Complex Features In Memory-Based Language Learning,Using Induced Rules as Complex Features in Memory-Based Language Learning
I05-2040,1.0,1.0,1.0,,,Transformation Based Chinese Entity Detection and Tracking,Transformation Based Chinese Entity Detection and Tracking
W98-1111,1.0,1.0,1.0,,,Language Identification With Confidence Limits,Language Identification With Confidence Limits
W13-2507,1.0,1.0,1.0,,,Building basic vocabulary across 40 languages,Building basic vocabulary across 40 languages
C94-2137,0.0,0.0,0.0,Long-Distance Dependencies and Applicative Universal Grammar,Long-Distance Dependencies And Applicative Universal Grammar,Long-Distance Dependencies And Applicative Universal Grammar,Long-Distance Dependencies and Applicative Universal Grammar
S12-1042,0.0,0.0,0.0,UiO 2 : Sequence-Labeling Negation Using Dependency Features,UiO 2: Sequence-labeling Negation Using Dependency Features,UiO 2: Sequence-labeling Negation Using Dependency Features,UiO 2 : Sequence-Labeling Negation Using Dependency Features
W13-3616,0.0,0.0,0.0,A Hybrid Model for Grammatical Error Correction,A Hybrid Model For Grammatical Error Correction,A Hybrid Model For Grammatical Error Correction,A Hybrid Model for Grammatical Error Correction
N03-4006,0.0,0.0,0.0,QCS: A Tool for Querying, Clustering, and Summarizing Documents,QCS: A Tool For Querying, Clustering, And Summarizing Documents,QCS: A Tool For Querying, Clustering, And Summarizing Documents,QCS: A Tool for Querying, Clustering, and Summarizing Documents
W11-0214,1.0,1.0,1.0,,,From Pathways to Biomolecular Events: Opportunities and Challenges,From Pathways to Biomolecular Events: Opportunities and Challenges
W13-4009,1.0,1.0,1.0,,,Generating More Specific Questions for Acquiring Attributes of Unknown Concepts from Users,Generating More Specific Questions for Acquiring Attributes of Unknown Concepts from Users
C08-1016,1.0,1.0,1.0,,,Other-Anaphora Resolution in Biomedical Texts with Automatically Mined Patterns,Other-Anaphora Resolution in Biomedical Texts with Automatically Mined Patterns
