id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
W03-2909,-1,0.0,-1,,A Reconfigurable Stochastic Tagger for Languages with Complex Tag Structure,A Reconfigurable Stochastic Tagger for Languages with Complex Tag Structure,
C02-1052,-1,0.0,-1,,Using An Ontology To Determine English Countability,Using An Ontology To Determine English Countability,
W10-2603,-1,0.0,-1,,Domain Adaptation to Summarize Human Conversations,Domain Adaptation to Summarize Human Conversations,
P11-1033,-1,0.0,-1,,Joint Bilingual Sentiment Classification with Unlabeled Parallel Corpora,Joint Bilingual Sentiment Classification with Unlabeled Parallel Corpora,
E89-1013,-1,0.0,-1,,JPSG Parser On Constraint Logic Programming,JPSG Parser On Constraint Logic Programming,
P90-1003,0.0,0.0,0.0,PROSODY , SYNTAX AND,Prosody, Syntax And Parsing,Prosody, Syntax And Parsing,PROSODY , SYNTAX AND
P13-2070,-1,0.0,-1,,A Tightly-coupled Unsupervised Clustering and Bilingual Alignment Model for Transliteration,A Tightly-coupled Unsupervised Clustering and Bilingual Alignment Model for Transliteration,
W13-1410,-1,0.0,-1,,From high heels to weed attics: a syntactic investigation of chick lit and literature,From high heels to weed attics: a syntactic investigation of chick lit and literature,
W10-1306,-1,0.0,-1,,An Approach for Anonymous Spelling for Voter Write-Ins Using Speech Interaction,An Approach for Anonymous Spelling for Voter Write-Ins Using Speech Interaction,
W04-2105,-1,0.0,-1,,Word Lookup On The Basis Of Associations : From An Idea To A Roadmap,Word Lookup On The Basis Of Associations : From An Idea To A Roadmap,
P10-1022,-1,0.0,-1,,Rebanking CCGbank for Improved NP Interpretation,Rebanking CCGbank for Improved NP Interpretation,
N10-1108,-1,0.0,-1,,Extracting Phrase Patterns with Minimum Redundancy for Unsupervised Speaker Role Classification,Extracting Phrase Patterns with Minimum Redundancy for Unsupervised Speaker Role Classification,
P06-1123,-1,0.0,-1,,Empirical Lower Bounds On The Complexity Of Translational Equivalence,Empirical Lower Bounds On The Complexity Of Translational Equivalence,
D13-1104,-1,0.0,-1,,Assembling the Kazakh Language Corpus,Assembling the Kazakh Language Corpus,
W12-4202,-1,0.0,-1,,Linguistically-Enriched Models for Bulgarian-to-English Machine Translation,Linguistically-Enriched Models for Bulgarian-to-English Machine Translation,
W09-2106,-1,0.0,-1,,An Application of Latent Semantic Analysis to Word Sense Discrimination for Words with Related and Unrelated Meanings,An Application of Latent Semantic Analysis to Word Sense Discrimination for Words with Related and Unrelated Meanings,
D13-1088,-1,0.0,-1,,Russian Stress Prediction using Maximum Entropy Ranking,Russian Stress Prediction using Maximum Entropy Ranking,
A97-1014,-1,0.0,-1,,An Annotation Scheme For Free Word Order Languages,An Annotation Scheme For Free Word Order Languages,
W09-1402,-1,0.0,-1,,Extracting Complex Biological Events with Rich Graph-Based Feature Sets,Extracting Complex Biological Events with Rich Graph-Based Feature Sets,
H01-1039,-1,0.0,-1,,Integrated Information Management: An Interactive, Extensible Architecture For Information Retrieval,Integrated Information Management: An Interactive, Extensible Architecture For Information Retrieval,
W12-3404,-1,0.0,-1,,Unsupervised frame based Semantic Role Induction: application to French and English,Unsupervised frame based Semantic Role Induction: application to French and English,
P98-2192,-1,0.0,-1,,Restrictions on Tree Adjoining Languages,Restrictions on Tree Adjoining Languages,
S12-1013,-1,0.0,-1,,Towards a Flexible Semantics: Colour Terms in Collaborative Reference Tasks,Towards a Flexible Semantics: Colour Terms in Collaborative Reference Tasks,
E95-1011,0.0,0.0,0.0,A Tractable Extension of Linear Indexed,A Tractable Extension Of Linear Indexed Grammars,A Tractable Extension Of Linear Indexed Grammars,A Tractable Extension of Linear Indexed
M93-1022,-1,0.0,-1,,University Of Manitoba: Description Of The NUBA System As Used For MUC-5,University Of Manitoba: Description Of The NUBA System As Used For MUC-5,
D13-1174,-1,0.0,-1,,Translating into Morphologically Rich Languages with Synthetic Phrases,Translating into Morphologically Rich Languages with Synthetic Phrases,
W97-0806,-1,0.0,-1,,Integrating A Lexical Database And A Training Collection For Text Categorization,Integrating A Lexical Database And A Training Collection For Text Categorization,
H01-1054,-1,0.0,-1,,Multidocument Summarization Via Information Extraction,Multidocument Summarization Via Information Extraction,
P08-1050,-1,0.0,-1,,Which Are the Best Features for Automatic Verb Classification,Which Are the Best Features for Automatic Verb Classification,
A00-1002,-1,0.0,-1,,Machine Translation Of Very Close Languages,Machine Translation Of Very Close Languages,
W03-0409,-1,0.0,-1,,Exceptionality And Natural Language Learning,Exceptionality And Natural Language Learning,
E12-1057,-1,0.0,-1,,The effect of domain and text type on text prediction quality,The effect of domain and text type on text prediction quality,
H94-1033,0.0,0.0,0.0,+ I Sentence - Level Pattern Matcher [ I Discourse I Template Generator ],Pattern Matching In A Linguistically-Motivated Text Understanding System,Pattern Matching In A Linguistically-Motivated Text Understanding System,+ I Sentence - Level Pattern Matcher [ I Discourse I Template Generator ]
W13-3504,-1,0.0,-1,,Supervised Morphological Segmentation in a Low-Resource Learning Setting using Conditional Random Fields,Supervised Morphological Segmentation in a Low-Resource Learning Setting using Conditional Random Fields,
W02-0509,-1,0.0,-1,,A Comprehensive NLP System For Modern Standard Arabic And Modern Hebrew,A Comprehensive NLP System For Modern Standard Arabic And Modern Hebrew,
W06-1647,-1,0.0,-1,,Lexicon Acquisition For Dialectal Arabic Using Transductive Learning,Lexicon Acquisition For Dialectal Arabic Using Transductive Learning,
H91-1054,0.0,0.0,0.0,A Study on Speaker - Adaptive Speech Recognition,A Study On Speaker-Adaptive Speech Recognition,A Study On Speaker-Adaptive Speech Recognition,A Study on Speaker - Adaptive Speech Recognition
W06-1614,-1,0.0,-1,,Is It Really That Difficult To Parse German?,Is It Really That Difficult To Parse German?,
P07-1075,0.0,0.0,0.0,A Multi-resolution Framework for Information Extraction from Free Text Mstislav Maslennikov and,A Multi-resolution Framework for Information Extraction from Free Text,A Multi-resolution Framework for Information Extraction from Free Text,A Multi-resolution Framework for Information Extraction from Free Text Mstislav Maslennikov and
P10-1156,-1,0.0,-1,,Combining Orthogonal Monolingual and Multilingual Sources of Evidence for All Words WSD,Combining Orthogonal Monolingual and Multilingual Sources of Evidence for All Words WSD,
W12-0702,-1,0.0,-1,,Dependency-Based Open Information Extraction,Dependency-Based Open Information Extraction,
N07-1045,-1,0.0,-1,,Near-Synonym Choice in an Intelligent Thesaurus,Near-Synonym Choice in an Intelligent Thesaurus,
W13-2111,-1,0.0,-1,,The KBGen Challenge,The KBGen Challenge,
P82-1002,0.0,0.0,0.0,LINGUISTIC AND COMPUTATIONAL SEMANTICS,Linguistic And Computational Semantics,Linguistic And Computational Semantics,LINGUISTIC AND COMPUTATIONAL SEMANTICS
W13-5001,0.0,0.0,0.0,- Centered Information Retrieval Using Kernels on Event Graphs Goran Glavaˇs,Event-Centered Information Retrieval Using Kernels on Event Graphs,Event-Centered Information Retrieval Using Kernels on Event Graphs,- Centered Information Retrieval Using Kernels on Event Graphs Goran Glavaˇs
N06-2026,-1,0.0,-1,,Accurate Parsing Of The Proposition Bank,Accurate Parsing Of The Proposition Bank,
W10-3112,-1,0.0,-1,,Evaluating a meta-knowledge annotation scheme for bio-events,Evaluating a meta-knowledge annotation scheme for bio-events,
N07-1012,-1,0.0,-1,,Information Retrieval On Empty Fields,Information Retrieval On Empty Fields,
S10-1098,-1,0.0,-1,,YSC-DSAA: An Approach to Disambiguate Sentiment Ambiguous Adjectives Based on SAAOL,YSC-DSAA: An Approach to Disambiguate Sentiment Ambiguous Adjectives Based on SAAOL,
D07-1079,-1,0.0,-1,,What Can Syntax-Based MT Learn from Phrase-Based MT?,What Can Syntax-Based MT Learn from Phrase-Based MT?,
W12-4513,-1,0.0,-1,,Illinois-Coref: The UI System in the CoNLL-2012 Shared Task,Illinois-Coref: The UI System in the CoNLL-2012 Shared Task,
W10-2415,-1,0.0,-1,,Assessing the Challenge of Fine-Grained Named Entity Recognition and Classification,Assessing the Challenge of Fine-Grained Named Entity Recognition and Classification,
N13-1077,-1,0.0,-1,,Zipfian corruptions for robust POS tagging,Zipfian corruptions for robust POS tagging,
C04-1060,-1,0.0,-1,,Syntax-Based Alignment: Supervised Or Unsupervised?,Syntax-Based Alignment: Supervised Or Unsupervised?,
P10-1081,-1,0.0,-1,,Using Document Level Cross-Event Inference to Improve Event Extraction,Using Document Level Cross-Event Inference to Improve Event Extraction,
C02-1063,-1,0.0,-1,,Hierarchical Orderings Of Textual Units,Hierarchical Orderings Of Textual Units,
C10-1130,-1,0.0,-1,,Exploiting Salient Patterns for Question Detection and Question Retrieval in Community-based Question Answering,Exploiting Salient Patterns for Question Detection and Question Retrieval in Community-based Question Answering,
L08-1194,-1,0.0,-1,,A Fully Annotated Corpus for Studying the Effect of Cognitive Ageing on Users’ Interactions with Spoken Dialogue Systems,A Fully Annotated Corpus for Studying the Effect of Cognitive Ageing on Users’ Interactions with Spoken Dialogue Systems,
W02-1111,-1,0.0,-1,,Fine-Grained Proper Noun Ontologies For Question Answering,Fine-Grained Proper Noun Ontologies For Question Answering,
C96-2182,-1,0.0,-1,,Formal Description Of Multi-Word Lexemes With The Finite-State Formalism IDAREX,Formal Description Of Multi-Word Lexemes With The Finite-State Formalism IDAREX,
W08-0628,-1,0.0,-1,,Adaptive Information Extraction for Complex Biomedical Tasks,Adaptive Information Extraction for Complex Biomedical Tasks,
H05-1003,-1,0.0,-1,,Using Semantic Relations To Refine Coreference Decisions,Using Semantic Relations To Refine Coreference Decisions,
W05-0107,-1,0.0,-1,,Concrete Assignments For Teaching NLP In An M.S. Program,Concrete Assignments For Teaching NLP In An M.S. Program,
P03-2040,-1,0.0,-1,,TotalRecall: A Bilingual Concordance For Computer Assisted Translation And Language Learning,TotalRecall: A Bilingual Concordance For Computer Assisted Translation And Language Learning,
P98-2176,-1,0.0,-1,,Learning Correlations between Linguistic Indicators and Semantic Constraints: Reuse of Context-Dependent Descriptions of Entities,Learning Correlations between Linguistic Indicators and Semantic Constraints: Reuse of Context-Dependent Descriptions of Entities,
I08-4027,0.0,0.0,0.0,Word Boundary Token Model for the SIGHAN Bakeoff 2007 Tsai Jia,Word Boundary Token Model for the SIGHAN Bakeoff 2007,Word Boundary Token Model for the SIGHAN Bakeoff 2007,Word Boundary Token Model for the SIGHAN Bakeoff 2007 Tsai Jia
D08-1076,-1,0.0,-1,,Lattice-based Minimum Error Rate Training for Statistical Machine Translation,Lattice-based Minimum Error Rate Training for Statistical Machine Translation,
L08-1375,-1,0.0,-1,,Evaluation of Different Segmentation Techniques for Dialogue Turns,Evaluation of Different Segmentation Techniques for Dialogue Turns,
M98-1005,0.0,0.0,0.0,: DESCRIPTION OF THE LOLITA SYSTEM AS USED IN MUC -7,University Of Durham: Description Of The LOLITA System As Used In MUC-7,University Of Durham: Description Of The LOLITA System As Used In MUC-7,: DESCRIPTION OF THE LOLITA SYSTEM AS USED IN MUC -7
P09-3003,-1,0.0,-1,,Annotating and Recognising Named Entities in Clinical Notes,Annotating and Recognising Named Entities in Clinical Notes,
W05-1504,-1,0.0,-1,,Parsing With Soft And Hard Constraints On Dependency Length,Parsing With Soft And Hard Constraints On Dependency Length,
P06-3015,-1,0.0,-1,,Clavius: Bi-Directional Parsing For Generic Multimodal Interaction,Clavius: Bi-Directional Parsing For Generic Multimodal Interaction,
C96-2149,-1,0.0,-1,,Learning Linear Precedence Rules,Learning Linear Precedence Rules,
P97-1051,-1,0.0,-1,,A Theory Of Parallelism And The Case Of VP Ellipsis,A Theory Of Parallelism And The Case Of VP Ellipsis,
P13-1090,-1,0.0,-1,,Semi-Supervised Semantic Tagging of Conversational Understanding using Markov Topic Regression,Semi-Supervised Semantic Tagging of Conversational Understanding using Markov Topic Regression,
W99-0207,0.0,0.0,0.0,Corpus - Based Anaphora Resolution Towards,Corpus-Based Anaphora Resolution Towards Antecedent Preference,Corpus-Based Anaphora Resolution Towards Antecedent Preference,Corpus - Based Anaphora Resolution Towards
P03-1062,-1,0.0,-1,,Learning To Predict Pitch Accents And Prosodic Boundaries In Dutch,Learning To Predict Pitch Accents And Prosodic Boundaries In Dutch,
D13-1152,-1,0.0,-1,,Dynamic Feature Selection for Dependency Parsing,Dynamic Feature Selection for Dependency Parsing,
P07-1102,-1,0.0,-1,,Predicting Success in Dialogue,Predicting Success in Dialogue,
W02-0603,0.0,0.0,0.0,Unsupervised Discovery of,Unsupervised Discovery Of Morphemes,Unsupervised Discovery Of Morphemes,Unsupervised Discovery of
W93-0101,0.0,0.0,0.0,Word Sense Disambiguation by Human Subjects : Computational and Psycholinguistic Applications,Word Sense Disambiguation By Human Subjects: Computational And Psycholinguistic Applications,Word Sense Disambiguation By Human Subjects: Computational And Psycholinguistic Applications,Word Sense Disambiguation by Human Subjects : Computational and Psycholinguistic Applications
C02-2014,0.0,0.0,0.0,Recognition Assistance Treating Errors in Texts Acquired from Various Recognition Processes Gábor,Recognition Assistance - Treating Errors In Texts Acquired From Various Recognition Processes,Recognition Assistance - Treating Errors In Texts Acquired From Various Recognition Processes,Recognition Assistance Treating Errors in Texts Acquired from Various Recognition Processes Gábor
P11-1164,-1,0.0,-1,,Extracting Comparative Entities and Predicates from Texts Using Comparative Type Classification,Extracting Comparative Entities and Predicates from Texts Using Comparative Type Classification,
W13-2808,0.0,0.0,0.0,Morpheme - based Statistical Machine Translation System with Reordering Rules,English to Hungarian Morpheme-based Statistical Machine Translation System with Reordering Rules,English to Hungarian Morpheme-based Statistical Machine Translation System with Reordering Rules,Morpheme - based Statistical Machine Translation System with Reordering Rules
P06-1093,-1,0.0,-1,,Automatic Generation Of Domain Models For Call-Centers From Noisy Transcriptions,Automatic Generation Of Domain Models For Call-Centers From Noisy Transcriptions,
C04-1064,-1,0.0,-1,,Dependency-Based Sentence Alignment For Multiple Document Summarization,Dependency-Based Sentence Alignment For Multiple Document Summarization,
P93-1037,0.0,0.0,0.0,A FLEXIBLE APPROACH TO COOPERATIVE RESPONSE GENERATION IN INFORMATION - SEEKING DIALOGUES,A Flexible Approach To Cooperative Response Generation In Information-Seeking Dialogues,A Flexible Approach To Cooperative Response Generation In Information-Seeking Dialogues,A FLEXIBLE APPROACH TO COOPERATIVE RESPONSE GENERATION IN INFORMATION - SEEKING DIALOGUES
P12-1030,-1,0.0,-1,,Efficient Search for Transformation-based Inference,Efficient Search for Transformation-based Inference,
N07-1023,-1,0.0,-1,,Lexicalized Markov Grammars for Sentence Compression,Lexicalized Markov Grammars for Sentence Compression,
C10-2116,-1,0.0,-1,,Expressing OWL axioms by English sentences: dubious in theory, feasible in practice,Expressing OWL axioms by English sentences: dubious in theory, feasible in practice,
P08-1111,-1,0.0,-1,,Evaluating a Crosslinguistic Grammar Resource: A Case Study of Wambaya,Evaluating a Crosslinguistic Grammar Resource: A Case Study of Wambaya,
W12-2002,-1,0.0,-1,,Identifying science concepts and student misconceptions in an interactive essay writing tutor,Identifying science concepts and student misconceptions in an interactive essay writing tutor,
W07-1023,-1,0.0,-1,,Challenges for extracting biomedical knowledge from full text,Challenges for extracting biomedical knowledge from full text,
W98-0510,-1,0.0,-1,,A Case Study In Implementing Dependency-Based Grammars,A Case Study In Implementing Dependency-Based Grammars,
D07-1068,0.0,0.0,0.0,A Graph - based Approach to Named Entity Categorization in Wikipedia Using Conditional Random,A Graph-Based Approach to Named Entity Categorization in Wikipedia Using Conditional Random Fields,A Graph-Based Approach to Named Entity Categorization in Wikipedia Using Conditional Random Fields,A Graph - based Approach to Named Entity Categorization in Wikipedia Using Conditional Random
W09-2504,0.0,0.0,0.0,c2009 ACL and AFNLP Augmenting WordNet - based Inference with Argument Mapping,Augmenting WordNet-based Inference with Argument Mapping,Augmenting WordNet-based Inference with Argument Mapping,c2009 ACL and AFNLP Augmenting WordNet - based Inference with Argument Mapping
J10-1003,-1,0.0,-1,,Summarizing Short Stories,Summarizing Short Stories,
N09-2053,-1,0.0,-1,,Language Specific Issue and Feature Exploration in Chinese Event Extraction,Language Specific Issue and Feature Exploration in Chinese Event Extraction,
N10-1113,0.0,0.0,0.0,Human Language Technologies : The 2010,Bitext-Based Resolution of German Subject-Object Ambiguities,Bitext-Based Resolution of German Subject-Object Ambiguities,Human Language Technologies : The 2010
H91-1065,0.0,0.0,0.0,STUDIES IN PART OF SPEECH LABELLING,Studies In Part Of Speech Labelling,Studies In Part Of Speech Labelling,STUDIES IN PART OF SPEECH LABELLING
W13-3508,-1,0.0,-1,,Sentence Compression with Joint Structural Inference,Sentence Compression with Joint Structural Inference,
P10-4014,-1,0.0,-1,,It Makes Sense: A Wide-Coverage Word Sense Disambiguation System for Free Text,It Makes Sense: A Wide-Coverage Word Sense Disambiguation System for Free Text,
W06-2917,-1,0.0,-1,,Learning Auxiliary Fronting With Grammatical Inference,Learning Auxiliary Fronting With Grammatical Inference,
W10-1747,-1,0.0,-1,,The RWTH System Combination System for WMT 2010,The RWTH System Combination System for WMT 2010,
P04-1021,-1,0.0,-1,,A Joint Source-Channel Model For Machine Transliteration,A Joint Source-Channel Model For Machine Transliteration,
P08-1072,0.0,0.0,0.0,Dialog Management with N - best Hypotheses Using Dialog Examples and,Robust Dialog Management with N-Best Hypotheses Using Dialog Examples and Agenda,Robust Dialog Management with N-Best Hypotheses Using Dialog Examples and Agenda,Dialog Management with N - best Hypotheses Using Dialog Examples and
H01-1065,-1,0.0,-1,,Sentence Ordering In Multidocument Summarization,Sentence Ordering In Multidocument Summarization,
D13-1037,-1,0.0,-1,,Latent Anaphora Resolution for Cross-Lingual Pronoun Prediction,Latent Anaphora Resolution for Cross-Lingual Pronoun Prediction,
W12-3150,-1,0.0,-1,,GHKM Rule Extraction and Scope-3 Parsing in Moses,GHKM Rule Extraction and Scope-3 Parsing in Moses,
C10-1032,-1,0.0,-1,,Entity Disambiguation for Knowledge Base Population,Entity Disambiguation for Knowledge Base Population,
I05-2004,-1,0.0,-1,,A Language Independent Algorithm for Single and Multiple Document Summarization,A Language Independent Algorithm for Single and Multiple Document Summarization,
D09-1146,-1,0.0,-1,,Cross-Cultural Analysis of Blogs and Forums with Mixed-Collection Topic Models,Cross-Cultural Analysis of Blogs and Forums with Mixed-Collection Topic Models,
C10-2046,-1,0.0,-1,,Learning to Model Domain-Specific Utterance Sequences for Extractive Summarization of Contact Center Dialogues,Learning to Model Domain-Specific Utterance Sequences for Extractive Summarization of Contact Center Dialogues,
P13-2045,-1,0.0,-1,,Random Walk Factoid Annotation for Collective Discourse,Random Walk Factoid Annotation for Collective Discourse,
W11-1604,-1,0.0,-1,,Comparing Phrase-based and Syntax-based Paraphrase Generation,Comparing Phrase-based and Syntax-based Paraphrase Generation,
P12-2069,-1,0.0,-1,,Fully Abstractive Approach to Guided Summarization,Fully Abstractive Approach to Guided Summarization,
E95-1033,-1,0.0,-1,,ParseTalk About Sentence- And Text-Level Anaphora,ParseTalk About Sentence- And Text-Level Anaphora,
P09-3009,-1,0.0,-1,,Data Cleaning for Word Alignment,Data Cleaning for Word Alignment,
P06-2089,-1,0.0,-1,,A Best-First Probabilistic Shift-Reduce Parser,A Best-First Probabilistic Shift-Reduce Parser,
J12-4005,0.0,0.0,0.0,Empirical Methods for the Study of Denotation in Nominalizations in Spanish Aina,Empirical Methods for the Study of Denotation in Nominalizations in Spanish,Empirical Methods for the Study of Denotation in Nominalizations in Spanish,Empirical Methods for the Study of Denotation in Nominalizations in Spanish Aina
W09-3417,-1,0.0,-1,,KTimeML: Specification of Temporal and Event Expressions in Korean Text,KTimeML: Specification of Temporal and Event Expressions in Korean Text,
L08-1032,0.0,0.0,0.0,Combining Multiple Models for Speech Information Retrieval Muath Alzghool,An Exchange Format for Multimodal Annotations,An Exchange Format for Multimodal Annotations,Combining Multiple Models for Speech Information Retrieval Muath Alzghool
W05-0636,-1,0.0,-1,,Joint Parsing And Semantic Role Labeling,Joint Parsing And Semantic Role Labeling,
W13-2239,-1,0.0,-1,,Positive Diversity Tuning for Machine Translation System Combination,Positive Diversity Tuning for Machine Translation System Combination,
P10-1076,-1,0.0,-1,,Boosting-Based System Combination for Machine Translation,Boosting-Based System Combination for Machine Translation,
W10-2912,-1,0.0,-1,,Recession Segmentation: Simpler Online Word Segmentation Using Limited Resources,Recession Segmentation: Simpler Online Word Segmentation Using Limited Resources,
J10-3006,-1,0.0,-1,,Complexity, Parsing, and Factorization of Tree-Local Multi-Component Tree-Adjoining Grammar,Complexity, Parsing, and Factorization of Tree-Local Multi-Component Tree-Adjoining Grammar,
W98-1001,-1,0.0,-1,,Discovering Lexical Information By Tagging Arabic Newspaper Text,Discovering Lexical Information By Tagging Arabic Newspaper Text,
W07-2110,-1,0.0,-1,,XRCE-T: XIP Temporal Module for TempEval campaign.,XRCE-T: XIP Temporal Module for TempEval campaign.,
N13-1042,-1,0.0,-1,,Focused training sets to reduce noise in NER feature models,Focused training sets to reduce noise in NER feature models,
W06-3102,-1,0.0,-1,,Initial Explorations In English To Turkish Statistical Machine Translation,Initial Explorations In English To Turkish Statistical Machine Translation,
W09-0903,-1,0.0,-1,,What's in a Message?,What's in a Message?,
P12-1050,0.0,0.0,0.0,Modiﬁed Distortion Matrices for Phrase - Based Statistical,Modified Distortion Matrices for Phrase-Based Statistical Machine Translation,Modified Distortion Matrices for Phrase-Based Statistical Machine Translation,Modiﬁed Distortion Matrices for Phrase - Based Statistical
C00-2105,0.0,0.0,0.0,Robust German Noun Chunking With a Probabilistic Context -,Robust German Noun Chunking With A Probabilistic Context-Free Grammar,Robust German Noun Chunking With A Probabilistic Context-Free Grammar,Robust German Noun Chunking With a Probabilistic Context -
W03-0416,0.0,0.0,0.0,An Efﬁcient Clustering Algorithm for Class - based Language Models Takuya,An Efficient Clustering Algorithm For Class-Based Language Models,An Efficient Clustering Algorithm For Class-Based Language Models,An Efﬁcient Clustering Algorithm for Class - based Language Models Takuya
P87-1011,0.0,0.0,0.0,PREDICTIVE COMBINATORS " A METHOD FOR EFFICIENT PROCESSING OF COMBINATORY CATEGORIAL,Predictive Combinators: A Method For Efficient Processing Of Combinatory Categorical Grammars,Predictive Combinators: A Method For Efficient Processing Of Combinatory Categorical Grammars,PREDICTIVE COMBINATORS " A METHOD FOR EFFICIENT PROCESSING OF COMBINATORY CATEGORIAL
S13-2085,-1,0.0,-1,,teragram: Rule-based detection of sentiment phrases using SAS Sentiment Analysis,teragram: Rule-based detection of sentiment phrases using SAS Sentiment Analysis,
W10-4216,-1,0.0,-1,,Feature Selection for Fluency Ranking,Feature Selection for Fluency Ranking,
N09-2029,-1,0.0,-1,,Contrastive Summarization: An Experiment with Consumer Reviews,Contrastive Summarization: An Experiment with Consumer Reviews,
P12-1009,0.0,0.0,0.0,: A Hierarchical Nonparametric Model using Speaker Identity for Topic Segmentation in Multiparty Conversations,SITS: A Hierarchical Nonparametric Model using Speaker Identity for Topic Segmentation in Multiparty Conversations,SITS: A Hierarchical Nonparametric Model using Speaker Identity for Topic Segmentation in Multiparty Conversations,: A Hierarchical Nonparametric Model using Speaker Identity for Topic Segmentation in Multiparty Conversations
P06-1145,0.0,0.0,0.0,Time Period Identification of Events in Text Taichi Noro †,Time Period Identification Of Events In Text,Time Period Identification Of Events In Text,Time Period Identification of Events in Text Taichi Noro †
H92-1038,0.0,0.0,0.0,Recognition Using Classification and,Recognition Using Classification And Segmentation Scoring,Recognition Using Classification And Segmentation Scoring,Recognition Using Classification and
D11-1035,-1,0.0,-1,,Better Evaluation Metrics Lead to Better Machine Translation,Better Evaluation Metrics Lead to Better Machine Translation,
E06-1023,0.0,0.0,0.0,Identifying Repair Targets in Action Control Dialogue,Identifying Repair Targets In Action Control Dialogue,Identifying Repair Targets In Action Control Dialogue,Identifying Repair Targets in Action Control Dialogue
N09-2020,0.0,0.0,0.0,Proceedings of NAACL HLT 2009 :,Generating Synthetic Children’s Acoustic Models from Adult Models,Generating Synthetic Children’s Acoustic Models from Adult Models,Proceedings of NAACL HLT 2009 :
P13-1132,0.0,0.0,0.0,Disambiguate and Walk : A Uniﬁed Approach for Measuring Semantic Similarity,Align, Disambiguate and Walk: A Unified Approach for Measuring Semantic Similarity,Align, Disambiguate and Walk: A Unified Approach for Measuring Semantic Similarity,Disambiguate and Walk : A Uniﬁed Approach for Measuring Semantic Similarity
E09-2004,-1,0.0,-1,,Gossip Galore – A Self-Learning Agent for Exchanging Pop Trivia,Gossip Galore – A Self-Learning Agent for Exchanging Pop Trivia,
W12-2301,-1,0.0,-1,,A Morphological Analyzer for Egyptian Arabic,A Morphological Analyzer for Egyptian Arabic,
M95-1007,0.0,0.0,0.0,: DESCRIPTION OF THE LOLITA SYSTEM AS USED IN MUC -6,University Of Durham: Description Of The LOLITA System As Used In MUC-6,University Of Durham: Description Of The LOLITA System As Used In MUC-6,: DESCRIPTION OF THE LOLITA SYSTEM AS USED IN MUC -6
P98-2136,-1,0.0,-1,,Confirmation in Multimodal Systems,Confirmation in Multimodal Systems,
D13-1147,-1,0.0,-1,,Detecting Compositionality of Multi-Word Expressions using Nearest Neighbours in Vector Space Models,Detecting Compositionality of Multi-Word Expressions using Nearest Neighbours in Vector Space Models,
W10-3502,-1,0.0,-1,,Using the Wikipedia Link Structure to Correct the Wikipedia Link Structure,Using the Wikipedia Link Structure to Correct the Wikipedia Link Structure,
W08-1109,-1,0.0,-1,,The Use of Spatial Relations in Referring Expression Generation,The Use of Spatial Relations in Referring Expression Generation,
W03-1905,-1,0.0,-1,,RDF Instantiation Of ISLE/MILE Lexical Entries,RDF Instantiation Of ISLE/MILE Lexical Entries,
C10-2132,-1,0.0,-1,,Towards Automatic Building of Document Keywords,Towards Automatic Building of Document Keywords,
P00-1037,0.0,0.0,0.0,An Improved Error Model for Noisy Channel Spelling Correction Abstract,An Improved Error Model For Noisy Channel Spelling Correction,An Improved Error Model For Noisy Channel Spelling Correction,An Improved Error Model for Noisy Channel Spelling Correction Abstract
L08-1098,0.0,0.0,0.0,A Method for Automatically Constructing Case Frames for,A Method for Automatically Constructing Case Frames for English,A Method for Automatically Constructing Case Frames for English,A Method for Automatically Constructing Case Frames for
W06-0308,-1,0.0,-1,,Towards A Validated Model For Affective Classification Of Texts,Towards A Validated Model For Affective Classification Of Texts,
I05-3008,-1,0.0,-1,,Word Meaning Inducing via Character Ontology: A Survey on the Semantic Prediction of Chinese Two-Character Words,Word Meaning Inducing via Character Ontology: A Survey on the Semantic Prediction of Chinese Two-Character Words,
D09-1097,0.0,0.0,0.0,c2009 ACL and AFNLP Hypernym Discovery Based on Distributional Similarity and Hierarchical Structures,Hypernym Discovery Based on Distributional Similarity and Hierarchical Structures,Hypernym Discovery Based on Distributional Similarity and Hierarchical Structures,c2009 ACL and AFNLP Hypernym Discovery Based on Distributional Similarity and Hierarchical Structures
D11-1144,-1,0.0,-1,,Bootstrapped Named Entity Recognition for Product Attribute Extraction,Bootstrapped Named Entity Recognition for Product Attribute Extraction,
W06-1417,-1,0.0,-1,,Generation Of Biomedical Arguments For Lay Readers,Generation Of Biomedical Arguments For Lay Readers,
P89-1007,-1,0.0,-1,,Getting At Discourse Referents,Getting At Discourse Referents,
P05-3011,-1,0.0,-1,,Speech OGLE: Indexing Uncertainty For Spoken Document Search,Speech OGLE: Indexing Uncertainty For Spoken Document Search,
N10-2006,-1,0.0,-1,,A Detailed, Accurate, Extensive, Available English Lexical Database,A Detailed, Accurate, Extensive, Available English Lexical Database,
E12-2012,-1,0.0,-1,,MaltOptimizer: An Optimization Tool for MaltParser,MaltOptimizer: An Optimization Tool for MaltParser,
W12-3412,-1,0.0,-1,,Generative Constituent Parsing and Discriminative Dependency Reranking: Experiments on English and French,Generative Constituent Parsing and Discriminative Dependency Reranking: Experiments on English and French,
W00-1015,1.0,1.0,1.0,,,Flexible Speech Act Based Dialogue Management,Flexible Speech Act Based Dialogue Management
